等级,法术名称,派系,施法时间,施法距离,法术成分,持续时间,专注,豁免,仪式,施法材料,法术说明,法术升阶,诗人,牧师,德鲁伊,圣武士,游侠,术士,邪术士,法师
2,Find Steed 召唤坐骑,咒法,10分钟,30尺,V S,立即,,,,,"你召唤一只拥有超凡智力、力量和忠诚的坐骑，同时和它建立长期联系。坐骑出现在施法范围内未被占据的空间内，坐骑的外形由你从以下形态中选择：战马、小马、骆驼、麋鹿或者獒犬（你的dm可以允许你选择其他可选的外形）。坐骑拥有你选择的形态的特性，但他实际上是天界、精类或炼狱生物（由你选择）而不是通常类型。另外，如果你的坐骑智力为5或以下，它的智力变为6，同时能听懂一种你所说的语言。
你的坐骑在战斗内外都能帮助你，你们之间的联系让你们人骑一体。当骑乘在你的魔法坐骑上时，所有你施展的只以你为目标法术同时也影响你的魔法坐骑。
当魔法坐骑的hp降为0时，它会消失，不会留下物理残余，在你重新施展该法术后他会满血重新出现。你也可以以一个动作解散你的魔法坐骑，使得它消失。
当坐骑在你周围1里之内，你可以和他进行心灵沟通。
你不能同时拥有1个以上的魔法坐骑，以一个动作你可以在任何时候将你的坐骑从你们的联系中解放，使得它消失。",,,,,圣武士,,,,
6,Find the Path 寻路术,预言,1个动作,自身,V S M,1天,专注,,,一套神圣器具——例如骨头、象牙、卡片、牙齿或雕刻符文——价值至少100gp，同时有一个来自你所需要寻找的位置的物品,"这个法术允许你找到通往同位面的另一你所熟悉的独特地点的最短、最直接的道路。如果你寻找的目标在另一位面、或者不断移动（例如移动森林）或者并不独特（例如绿龙的巢穴），该法术失效。
在持续期间内，只要你和目的地在同一位面，你知道你距离目的地的距离和目的地方的方向。同时再向目的地移动的过程中，当你遇到岔路时，你自动知道哪条是通往目的地最近、最直接的路（但不一定是最安全的）。",,诗人,牧师,德鲁伊,,,,,
2,Find Traps 寻找陷井,预言,1个动作,120尺,V S,立即,,,,,你感觉到射程内你视线可及的范围内任何陷井的存在。此法术侦测的陷井，包括其制造者明确故意对你造成突然的或不可预期的有害或不良效果的任何东西。因此，此法术可以感觉出被警报术、守卫符文或机械深坑陷井影响的区域，但是不会揭示天然的不牢靠的地板、不稳定的天花板或隐蔽的污水池。,,,牧师,德鲁伊,,游侠,,,
7,Finger of Death 死亡一指 ,死灵,1个动作,60,V S,立即,,,,,"你发出负能量流遍射程内你能看见的一个生物的全身，造成撕心裂肺的疼痛。目标必须进行一次体质豁免。失败受7d8+30暗蚀伤害，成功受半伤。
被此法术杀死人形生物在你下一回合开始时复生为永久听你命令的僵尸，它会尽力服从你的口头命令。",,,,,,,术士,邪术士,法师
0,Fire Bolt 火焰箭,塑能,1个动作,120尺,V S,立即, ,,,,"你向射程内的一个生物或物体掷出一小团火焰。对目标进行一次远程法术攻击检定，命中造成1d10火焰伤害。被击中的没有被穿戴或携带的可燃物被点燃。
你到达5级时，该法术的伤害增加1d10（变为2d10），11级时再加1d10（变为3d10），17级时再加1d10（变为4d10）。",,,,,,,术士,,法师
4,Fire Shield 火焰护盾,塑能,1个动作,自身,V S M,10分钟, ,,,一点磷或一只萤火虫,"在法术持续时间内，轻薄纤细的火焰围绕着你的身体，流出10尺半径的明亮光线和另外10尺的昏暗光线。你可以用一个动作消解此法术来提前终止它。
火焰按你的选择提供你温暖护盾或寒冷护盾。温暖护盾赋予你对冰冷伤害的抗性，寒冷护盾赋予你对火焰伤害的抗性。
另外，当距你5尺内的一个生物近战击中你时，护盾爆发出火焰。攻击者从温暖护盾受2d8火焰伤害，或者从寒冷护盾受2d8冰冷伤害。",,,,,,,,,法师
7,Fire Storm 火焰风暴,塑能,1个动作,150尺,V S,立即, ,敏捷,,,"一阵由大片炽烈火焰构成的风暴出现在射程内你指定的地点。风暴的范围由按你意愿组织的至多10个10尺立方构成。每个立方体必须至少有一个面与其他立方体相邻。每个在风暴范围内的生物必须进行一次敏捷豁免。失败受7d10火焰伤害，成功半伤。
火焰伤害范围内的物体，并点燃没有被穿戴或携带的可燃物。如果你指定，范围内的植物生命可以不被此法术影响。",,,牧师,德鲁伊,,,术士,,
3,Fireball 火球术,塑能,1个动作,150尺,V S M,立即, ,敏捷,,一个蝙蝠粪和硫磺的小球,"一道明亮的光波从你的手指尖飞向射程内你指定的一点，然后带着低声的轰鸣绽放为爆发的烈焰。每个在以目标点20尺半径球体范围内的生物必须进行一次敏捷豁免。失败受8d6火焰伤害，成功半伤。
火焰可扩散过转角，点燃范围内没有被穿戴或携带的可燃物。",当你使用4环或更高的法术位施放该法术时，使用的法术位每比3环高一环，法术的伤害就增加1d6。,,,,,,术士,,法师
2,Flame Blade 火焰刀,塑能,1个附加动作,自身,V S M,10分钟,专注,,,漆树叶,"你在空着的手中唤起一把火焰刀。刀的形状及大小类似于一把弯刀，在法术持续时间内存在。如果你放手，火焰刀会消失，但你可以用一个附加动作再次唤起它。
你可以用你的动作使用火焰刀发起近战法术攻击，命中后，目标受3d6火焰伤害。
火焰刀发出10尺半径的明亮光线及另外10尺的昏暗光线",当你使用4环或更高的法术位施放该法术时，使用的法术位每比2环高二环，法术的伤害就增加1d6。,,,德鲁伊,,,,,
5,Flame Strike 焰击术,塑能,1个动作,60,V S M,立即, ,敏捷,,一撮硫磺,一道竖向的神圣火柱从天堂呼啸而下到你指定的位置。每个在以射程内一点为中心10尺半径、40尺高圆柱体范围内的生物必须进行一次敏捷豁免。失败生物受4d6火焰伤害和4d6光耀伤害，成功半伤。,当你使用6环或更高的法术位施放该法术时，使用的法术位每比5环高一环，火焰伤害或光耀伤害（你指定）就增加1d6。,,牧师,,,,,,
2,Flaming Sphere 炽焰法球,咒法,1个动作,60,V S M,1分钟,专注,敏捷,,一点牛油，一撮硫黄石和铁粉,"一个5尺直径的火焰球出现在射程内你指定的未占据空间并在法术持续时间内存在。任何在距火焰球5尺范围内结束它回合的生物必须进行一次敏捷豁免。生物失败受2d6火焰伤害，成功半伤。
你可以通过一个附加动作移动火焰球至多30尺。如果你用火焰球撞击一个生物，此生物必须进行豁免来对抗火焰球的伤害，并且火焰球本轮无法移动。
当你移动火焰球时，你可以指挥它越过至多5尺高的障碍并跳过10尺宽的坑。火焰球点燃没有被穿戴或携带的可燃物，并且它发出20尺半径的明亮光线和额外20尺的昏暗光线。",当你使用3环或更高的法术位施放该法术时，使用的法术位每比2环高一环，伤害就增加1d6。,,,,,,,,法师
6,Flesh to Stone 石化术,变化,1个动作,60尺,V S M,1分钟,专注,体质,,一撮石灰，水和土,"你试图将射程内你能看到的一个生物变成石头。如果目标是血肉之躯，此生物必须进行一次体质豁免。豁免失败它将被束缚，皮肤开始变硬。成功它不受影响。
一个被此法术束缚的生物必须在它每一回合结束的时候进行另一次体质豁免。如果豁免成功三次，法术终止。如果豁免失败三次，它变成石头，并且在持续时间内受制于石化状态。成功和失败的豁免不需要连续，先到三次的生效。
如果此生物在石化时被物理损坏，当它变回原始状态时它会变的畸形。
如果你在法术整个可能的持续时间内一直保持专注，此生物直到石化效果被移除前都会被变成石头。",,,,,,,,邪术士,法师
3,Fly 飞行术,变化,1个动作,接触,V S M,10分钟,专注,,,一根鸟翅膀上的羽毛,你触摸一个自愿的生物。目标在法术持续时间内获得60尺飞行速度。当法术结束时还在空中的生物会坠落，除非它有停止坠落的能力。,当你使用4环或更高的法术位施放该法术时，使用的法术位每比3环高一环，你可以多一个施法目标。,,,,,,术士,邪术士,法师
1,Fog Cloud 云雾术,咒法,1个动作,120尺,V S,1小时,专注,,,,你以射程内一点为中心制造出半径20尺球体范围的雾。雾气可以越过拐角，并且它的范围内重度遮蔽。它在法术持续时间内存在或直到一阵中等或更强的风（至少10英里每小时）吹散它。,当你使用2环或更高的法术位施放该法术时，使用的法术位每比1环高一环，雾的半径增加20尺。,,,德鲁伊,,游侠,术士,,法师
6,Forbiddance 禁制结界,防护,10分钟,接触,V S M,1天, ,,仪式,一点圣水、稀有的香料和价值至少1000G的红宝石尘,"你制造一个可保护面积至多40000平方尺高30尺范围的结界对抗魔法旅行。在法术持续时间内，生物无法通过传送，或使用像异界之门法术制造的传送门来进入此区域。此法术结界防范在范围内进行位面旅行，因此阻止生物从星界、以太界、精之荒野、幽影界或通过位面传送进入区域。
另外，当你施法时指定法术伤害的生物类型。从下列选择一个或多个生物类型：天界生物、元素生物、精类生物、邪魔、和不死生物。当一个指定的生物一轮内第一次进入法术范围或在那开始它的新回合时，此生物受5d10光耀伤害或暗蚀伤害（你施法时决定）。
当你施放此法术，你可以设定一句口令。说出口令的生物进入区域不受此法术伤害。
法术范围不能与另一个禁制术重合。如果你连续30天每天在同一位置施放禁制术，法术将持续直到它被驱散，并且施法材料在最后一次施法时被消耗。",,,牧师,,,,,,
7,Forcecage 力场监牢,塑能,1个动作,100尺,V S M,1小时, ,魅力,,价值1500G的红宝石尘,"一个由魔法构成不可移动的隐形立方体监牢围绕射程内你指定的范围涌出。你决定这个监牢是笼子或是实体的盒子。
笼子状的监牢一个边至多可以20尺长，由直径1/2英寸间距1/2英寸的条构成。
盒子状的监牢一个边至多可以10尺长，制造出可以隔绝任何物质穿过的实体障碍，并阻挡向内或向外的法术。
当你施放此法术，任何完全在监牢范围内的生物被困住。部分在范围内或太巨大无法放入范围内的生物会被从范围中心推开，直到它们完全离开范围。
在监牢内的生物不能通过非魔法的手段离开。如果生物试图通过传送或位面旅行来离开监牢，它必须先进行一次魅力豁免。豁免成功，生物或能用那种魔法离开监牢。豁免失败，生物无法离开并且法术或效果被浪费。
本法术不能被解除魔法法术驱散。",,诗人,,,,,,邪术士,法师
9,Foresight 先见之明,预言,1分钟,接触,V S M,8小时, ,,,一片蜂鸟的羽毛,"你触摸一个自愿的生物并给予有限的看到近期未来的能力。在法术持续时间内，目标不会被突袭并且在攻击、属性检定和豁免上有优势。另外，其他生物在法术持续时间内对目标的攻击检定上有劣势。
当你在法术持续时间结束前再次施放此法术时，法术立即结束。",,诗人,,德鲁伊,,,,邪术士,法师
